,nome_database,activaction_func,func_hidden_layer,regressor,media_erro_elm_train,devpad_elm_train,media_erro_elm_test,devpad_elm_test
55,yaleb,relu,nguyanatal,ls_dual,0.003947368421052644,0.0013157894736842146,0.037472035794183456,0.008389261744966459
56,yaleb,sigmoid,uniform_random_layer,pinv,0.0003289473684210398,0.0003289473684210398,0.10402684563758391,0.0
57,yaleb,sigmoid,normal_random_layer,pinv,0.0003289473684210398,0.0003289473684210398,0.14541387024608504,0.011185682326621926
58,yaleb,sigmoid,SCAWI,pinv,0.002302631578947334,0.0009868421052631748,0.04697986577181207,0.005592841163310991
59,yaleb,sigmoid,nguyanatal,pinv,0.001973684210526294,0.0006578947368421351,0.040268456375838924,0.0033557046979865723
60,yaleb,sigmoid,uniform_random_layer,ls_dual,0.0,0.0,0.10850111856823269,0.02013422818791949
61,yaleb,sigmoid,normal_random_layer,ls_dual,0.0,0.0,0.10178970917225955,0.01789709172259507
62,yaleb,sigmoid,SCAWI,ls_dual,0.8348684210526316,0.009210526315789447,0.878076062639821,0.015659955257270652
63,yaleb,sigmoid,nguyanatal,ls_dual,0.003618421052631604,0.0016447368421052544,0.020134228187919434,0.007829977628635354
64,yaleb,tanh,uniform_random_layer,pinv,0.0,0.0,0.1616331096196868,0.0039149888143176215
65,yaleb,tanh,normal_random_layer,pinv,0.0003289473684210398,0.0003289473684210398,0.1912751677852349,0.014541387024608499
66,yaleb,tanh,SCAWI,pinv,0.002302631578947334,0.0009868421052631748,0.04753914988814317,0.005033557046979886
67,yaleb,tanh,nguyanatal,pinv,0.001973684210526294,0.0006578947368421351,0.043624161073825496,0.0011185682326622093
68,yaleb,tanh,uniform_random_layer,ls_dual,0.0,0.0,0.07046979865771807,0.007829977628635354
69,yaleb,tanh,normal_random_layer,ls_dual,0.0,0.0,0.059284116331096204,0.005592841163310935
70,yaleb,tanh,SCAWI,ls_dual,0.3338815789473684,0.010197368421052622,0.42953020134228187,0.03467561521252799
71,yaleb,tanh,nguyanatal,ls_dual,0.0026315789473683737,0.0013157894736842146,0.01901565995525728,0.0067114093959732
