,nome_database,activaction_func,func_hidden_layer,regressor,media_erro_elm_train,devpad_elm_train,media_erro_elm_test,devpad_elm_test
0,smallnorb,relu,uniform_random_layer,pinv,0.045693827160493826,0.002378754035534342,0.23691193415637862,0.006977686133541556
1,smallnorb,relu,normal_random_layer,pinv,0.04631522633744856,0.0023635190479373287,0.23648312757201648,0.009003070221707292
2,smallnorb,relu,SCAWI,pinv,0.06109711934156379,0.0028360760578751386,0.2619086419753086,0.005763267688533503
3,smallnorb,relu,nguyanatal,pinv,0.05982633744855967,0.0034019288574611574,0.2597514403292181,0.006240653347537867
4,smallnorb,sigmoid,uniform_random_layer,pinv,0.08355720164609054,0.006512166751974144,0.25522057613168725,0.009299967249667682
5,smallnorb,sigmoid,normal_random_layer,pinv,0.14377530864197532,0.007853356353518097,0.31361975308641976,0.01463371467452344
6,smallnorb,sigmoid,SCAWI,pinv,0.024105349794238683,0.0005942797199787917,0.24115720164609056,0.003194705522024433
7,smallnorb,sigmoid,nguyanatal,pinv,0.02371358024691358,0.0006482525227868058,0.23900987654320985,0.0031339485571033315
8,smallnorb,tanh,uniform_random_layer,pinv,0.1559851851851852,0.010571990542476484,0.328238683127572,0.011991348696615398
9,smallnorb,tanh,normal_random_layer,pinv,0.20881563786008234,0.009424311416973282,0.37082633744855964,0.014688581632966519
10,smallnorb,tanh,SCAWI,pinv,0.02411028806584362,0.000665885840553389,0.24115144032921812,0.0032439208643972955
11,smallnorb,tanh,nguyanatal,pinv,0.023055967078189306,0.0007039231482256692,0.23637119341563786,0.003581114222557768
