,gaussian,sigmoid
10,0.004958588187911958,0.004442503290669306
11,0.008613311812020515,0.00481516879370003
12,0.004193140998528117,0.004807665882468262
13,0.008209452518732896,0.004728349200406123
14,0.013668929928000116,0.0038717512065101333
15,0.0071665697260120545,0.0036333929770367875
16,0.004830628611034978,0.004422332780136195
17,0.008383084191424974,0.004544431081502612
18,0.003944885659435514,0.00544516615104621
19,0.0059699799944387235,0.003443550237493064
20,0.006856594988094105,0.0036854901769178806
21,0.004065818655741115,0.005152348195553731
22,0.00347782893843752,0.0033419423432985485
23,0.003951761641972088,0.0031726288032447553
24,0.014171959957163272,0.0034943874595891856
25,0.005277882628971199,0.003738084422632496
26,0.00475075088431494,0.005066172918331974
27,0.0112631369577273,0.0032757459667228025
28,0.007963330546627763,0.005607559698901367
29,0.005761992774580096,0.0050687553936052555
30,0.009206808343537492,0.003733924480311535
31,0.006335290578243307,0.004313600021302691
32,0.035333988183793706,0.00859056690355554
33,0.006839779497012263,0.009555984591897475
34,0.005818783577975581,0.004329707202291845
35,2.392723956720449,0.004625814520365788
36,0.018973034638407816,0.004676038111963029
37,0.028135043133318147,0.005566584143012361
38,0.008510918203390927,0.026199069452471198
39,0.031231856714077605,0.006776854601114154
40,0.2457465534060192,0.04726533266506417
41,0.08524207174058153,0.02712320378081907
42,0.0205294765225808,0.013321816932290592
43,0.1394032388613921,0.004293099385172862
44,0.016100115301913225,0.008088498796043026
45,0.05823213718729309,0.06982474845463002
46,0.13111486728403735,0.06978930244409733
47,0.10227761205389577,0.02513504948224011
48,0.010230150114510676,0.005306220720382735
49,1.9753628957854197,0.006758767623011062
50,1.1473062046439908,0.01047802820517929
51,0.12640654086973652,0.02145100541476693
52,0.1627546123768885,0.013746612773260945
53,0.01408858795650271,0.009542288608936517
54,0.008770035008724317,0.050303309691390616
55,0.09637576347918056,0.005808406564184806
56,16.097516738421074,0.20166178206609042
57,0.27428928884020287,0.7358452402123608
58,0.016653444635799205,0.09896478771243977
59,2.8053326264783065,0.03145147910835274
60,1.1689113048741626,0.12604289251655013
61,0.05411805479416203,0.02750005421194583
62,38.37443040471219,0.07328993004237899
63,0.2577692724827573,0.21964112338154768
64,0.0738243837076924,0.8070416345450147
65,1.2853135006666836,0.08759405983983753
66,13.417490923550012,2.267811535099142
67,1.5372490553724258,0.39807107180361934
68,5.044492186745842,0.03892390803529874
69,0.06891556774675059,2.2760186944051086
70,0.13225383556209594,0.02235277939305971
71,138.88086840338758,0.28721089440670095
72,0.058672785552283606,0.05115270852046438
73,0.07647086904191834,1.4235716186037342
74,32.48828262091235,1.059030782884984
75,2.5228840916705657,0.1248071626090091
76,4.272404566088413,0.3676569284205579
77,20.569776061450224,2.260754955625119
78,1189.1993484751795,0.09002295428653297
79,180.02969438609733,0.13048631555987764
80,0.1850488415137696,2.5361730124114006
81,765.204454486989,3.8223330974528666
82,418.10008392785346,3.1529376484269145
83,4.489253937129978,0.35802437994443337
84,0.23451440475927882,2.99550795256286
85,0.5636175743875675,0.31170294613267907
86,73.66683071905162,2.65441188002301
87,2177.931829600767,3.157241293978794
88,5207.294493966515,2.970674648282273
89,5.067035757992706,0.807247119690238
90,1731.994484997283,17.317831111764313
91,507.96599101438835,0.8591537505994077
92,110.99956692005664,7.552089546270978
93,17217.334967778897,4.875487253977724
94,1377.8628054043459,2.850377843095247
95,235951.226554761,1.6142502270707904
96,9560.32943643255,26.291036576772175
97,19584.91743597865,5.575155486660496
98,587.0184349434732,84.73107927078803
99,30668.430214130287,1.0880106347325091
100,10247.627656612158,15.37434148824444
101,251160195.26641402,1.8061389909128727
102,331.01148391234693,8.571997783627035
103,35317.363658796916,6.322229607778678
104,47350.39599395756,8.236019211283
105,4700.464611423299,2.9920326154284607
106,618247.7630129715,10.103736232637416
107,13580164.234215025,1.092306723013222
108,1057404.1429331184,39.80968195919365
109,11902.597426946888,12.816920561869365
